EMSR,AOI,folder,folderPath,activationDate,interval_startDate,interval_endDate,post_fire_acquisition,GRA,DEL,FEP,left_Long,bottom_Lat,right_Long,top_Lat,centerBoxLong,centerBoxLat,resolution_x,resolution_y,height,width,pixelBurned,country,koppen_group,koppen_subgroup
EMSR209,AOI01,colomba,dataColomba/EMSR209/AOI01/EMSR209_AOI01_03,2017-06-27T00:00:00.000,2017-06-30T10:00:00Z,2017-07-02T10:00:00Z,2017/07/01_11:17:46,1,1,0,-6.699831813266982,37.008684724256305,-6.552857966658122,37.13856161319842,-6.626344889962552,37.07362316872736,0.00011563638600225,-8.811186495394e-05,1474,1271,138170,Spain,C,Csa
EMSR209,AOI01,colomba,dataColomba/EMSR209/AOI01/EMSR209_AOI01_01,2017-06-27T00:00:00.000,2017-06-30T10:00:00Z,2017-07-02T10:00:00Z,2017/07/01_11:17:46,1,1,0,-6.846805659875841,37.008684724256305,-6.699831813266982,37.13856161319842,-6.773318736571412,37.07362316872736,0.00011545471061183,-8.823158216176e-05,1472,1273,322753,Spain,C,Csa
EMSR209,AOI01,colomba,dataColomba/EMSR209/AOI01/EMSR209_AOI01_04,2017-06-27T00:00:00.000,2017-06-30T10:00:00Z,2017-07-02T10:00:00Z,2017/07/01_11:17:46,1,1,0,-6.699831813266982,37.13856161319842,-6.552857966658122,37.26843850214054,-6.626344889962552,37.20350005766948,0.00011590997366629,-8.811186495395e-05,1474,1268,0,Spain,C,Csa
EMSR209,AOI01,colomba,dataColomba/EMSR209/AOI01/EMSR209_AOI01_02,2017-06-27T00:00:00.000,2017-06-30T10:00:00Z,2017-07-02T10:00:00Z,2017/07/01_11:17:46,1,1,0,-6.846805659875841,37.13856161319842,-6.699831813266982,37.26843850214054,-6.773318736571412,37.20350005766948,0.00011563638600225,-8.823158216177e-05,1472,1271,379360,Spain,C,Csa
EMSR210,AOI01,optimal,dataOptimal/EMSR210/AOI01/EMSR210_AOI01_01,2017-07-08T00:00:00.000,2017-07-08T10:00:00Z,2017-07-12T10:00:00Z,2017/07/11_11:12:23,1,1,0,-6.682028316930308,37.68586895863428,-6.590039968263995,37.734262294550035,-6.636034142597152,37.71006562659216,0.00011541825428646,-8.672640845117e-05,558,797,83961,Spain,C,Csa
EMSR210,AOI01,colomba,dataColomba/EMSR210/AOI01/EMSR210_AOI01_01,2017-07-08T00:00:00.000,2017-07-09T10:00:00Z,2017-07-12T10:00:00Z,2017/07/11_11:12:23,1,1,0,-6.72099627469808,37.684989236979696,-6.591308812833777,37.786522326781146,-6.656152543765929,37.73575578188042,0.00011631162499041,-8.790743705753e-05,1155,1115,82234,Spain,C,Csa
EMSR211,AOI01,optimal,dataOptimal/EMSR211/AOI01/EMSR211_AOI01_01,2017-07-08T00:00:00.000,2017-07-01T10:00:00Z,2017-07-08T10:00:00Z,2017/07/05_10:56:05,1,1,0,-0.5470485887773979,39.77181556314087,-0.424306448260014,39.83143588733017,-0.485677518518706,39.80162572523552,0.00011893618267188,-8.628122169219e-05,691,1032,135955,Spain,B,BSk
EMSR211,AOI01,colomba,dataColomba/EMSR211/AOI01/EMSR211_AOI01_01,2017-07-08T00:00:00.000,2017-07-01T10:00:00Z,2017-07-08T10:00:00Z,2017/07/05_10:56:05,1,1,0,-0.5470485887773979,39.77181556314087,-0.424306448260014,39.83143588733017,-0.485677518518706,39.80162572523552,0.00011893618267188,-8.628122169219e-05,691,1032,135955,Spain,B,BSk
EMSR213,AOI01,optimal,dataOptimal/EMSR213/AOI01/EMSR213_AOI01_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-26T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.365810905738728,40.76435710903108,14.47203366640639,40.85144380275376,14.418922286072561,40.80790045589242,0.00011776359275794,-9.062090918072e-05,961,902,154799,Italy,C,Csa
EMSR213,AOI01,colomba,dataColomba/EMSR213/AOI01/EMSR213_AOI01_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-26T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.365810905738728,40.76435710903108,14.47203366640639,40.85144380275376,14.418922286072561,40.80790045589242,0.00011776359275794,-9.062090918072e-05,961,902,154799,Italy,C,Csa
EMSR213,AOI02,optimal,dataOptimal/EMSR213/AOI02/EMSR213_AOI02_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.59802778994921,37.02797909899332,14.818517387271493,37.15361972897692,14.70827258861035,37.09079941398512,0.00011226557908467,-9.051918586715e-05,1388,1964,38905,Italy,C,Csa
EMSR213,AOI02,optimal,dataOptimal/EMSR213/AOI02/EMSR213_AOI02_02,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.59802778994921,37.15361972897692,14.818517387271493,37.27926035896053,14.70827258861035,37.216440043968724,0.00011243732652845,-9.051918586715e-05,1388,1961,98455,Italy,C,Csa
EMSR213,AOI03,optimal,dataOptimal/EMSR213/AOI03/EMSR213_AOI03_04,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,15.020604755812684,37.10147591525436,15.213289420362502,37.27334083850749,15.116947088087594,37.187408376880924,0.00011281303545071,-9.00287706931e-05,1909,1708,91609,Italy,C,Csa
EMSR213,AOI03,optimal,dataOptimal/EMSR213/AOI03/EMSR213_AOI03_03,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,15.020604755812684,36.92961099200124,15.213289420362502,37.10147591525436,15.116947088087594,37.0155434536278,0.00011254945359218,-9.00287706931e-05,1909,1712,87548,Italy,C,Csa
EMSR213,AOI03,optimal,dataOptimal/EMSR213/AOI03/EMSR213_AOI03_02,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.827920091262863,37.10147591525436,15.020604755812684,37.27334083850749,14.924262423537774,37.187408376880924,0.00011254945359218,-9.021780748196e-05,1905,1712,47563,Italy,C,Csa
EMSR213,AOI03,optimal,dataOptimal/EMSR213/AOI03/EMSR213_AOI03_01,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.827920091262863,36.92961099200124,15.020604755812684,37.10147591525436,14.924262423537774,37.0155434536278,0.00011228710055351,-9.021780748196e-05,1905,1716,18334,Italy,C,Csa
EMSR213,AOI03,colomba,dataColomba/EMSR213/AOI03/EMSR213_AOI03_04,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,15.018271546767926,36.90741347370697,15.211276498712769,37.031363161497175,15.114774022740344,36.96938831760207,0.0001124737482196,-9.001429759638e-05,1377,1716,62648,Italy,C,Csa
EMSR213,AOI03,colomba,dataColomba/EMSR213/AOI03/EMSR213_AOI03_03,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.825266594823084,37.155312849287384,15.018271546767926,37.27926253707759,14.921769070795504,37.217287693182485,0.00011260498946607,-9.021083536405e-05,1374,1714,22174,Italy,C,Csa
EMSR213,AOI03,colomba,dataColomba/EMSR213/AOI03/EMSR213_AOI03_06,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,15.018271546767926,37.155312849287384,15.211276498712769,37.27926253707759,15.114774022740344,37.217287693182485,0.00011280242661884,-9.001429759638e-05,1377,1711,73614,Italy,C,Csa
EMSR213,AOI03,colomba,dataColomba/EMSR213/AOI03/EMSR213_AOI03_05,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,15.018271546767926,37.031363161497175,15.211276498712769,37.155312849287384,15.114774022740344,37.09333800539228,0.00011260498946607,-9.001429759638e-05,1377,1714,32726,Italy,C,Csa
EMSR213,AOI03,colomba,dataColomba/EMSR213/AOI03/EMSR213_AOI03_02,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.825266594823084,37.031363161497175,15.018271546767926,37.155312849287384,14.921769070795504,37.09333800539228,0.0001124737482196,-9.021083536405e-05,1374,1716,42708,Italy,C,Csa
EMSR213,AOI03,colomba,dataColomba/EMSR213/AOI03/EMSR213_AOI03_01,2017-08-31T00:00:00.000,2017-07-20T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.825266594823084,36.90741347370697,15.018271546767926,37.031363161497175,14.921769070795504,36.96938831760207,0.0001122774589557,-9.021083536405e-05,1374,1719,0,Italy,C,Csa
EMSR213,AOI05,optimal,dataOptimal/EMSR213/AOI05/EMSR213_AOI05_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.015660897401368,37.48812604180407,13.176774256384414,37.54801375673259,13.09621757689289,37.51806989926833,0.0001121178559381,-9.416307378697e-05,636,1437,10226,Italy,C,Csa
EMSR213,AOI06,optimal,dataOptimal/EMSR213/AOI06/EMSR213_AOI06_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.18914230740933,38.002748980861064,13.303345164479486,38.13127085059139,13.246243735944407,38.06700991572623,0.00011098431202153,-9.134461245937e-05,1407,1029,28308,Italy,C,Csa
EMSR213,AOI06,optimal,dataOptimal/EMSR213/AOI06/EMSR213_AOI06_02,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.303345164479486,38.002748980861064,13.417548021549642,38.13127085059139,13.360446593014563,38.06700991572623,0.00011120044505371,-9.127973702438e-05,1408,1027,13592,Italy,C,Csa
EMSR213,AOI06,colomba,dataColomba/EMSR213/AOI06/EMSR213_AOI06_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.17416222623894,38.00009787063295,13.30847471683666,38.1649472121429,13.2413184715378,38.082522541387924,0.00011072752728584,-9.122819120639e-05,1807,1213,30420,Italy,C,Csa
EMSR213,AOI06,colomba,dataColomba/EMSR213/AOI06/EMSR213_AOI06_02,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.30847471683666,38.00009787063295,13.442787207434376,38.1649472121429,13.375630962135515,38.082522541387924,0.00011100205834522,-9.112733085127e-05,1809,1210,7592,Italy,C,Csa
EMSR213,AOI07,optimal,dataOptimal/EMSR213/AOI07/EMSR213_AOI07_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,12.730294661435984,38.00720758294703,12.879152339886284,38.150153741148664,12.804723500661133,38.07868066204785,0.00011083967122137,-9.192678984028e-05,1555,1343,122162,Italy,C,Csa
EMSR213,AOI07,colomba,dataColomba/EMSR213/AOI07/EMSR213_AOI07_04,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,12.780599388924024,38.071729761578275,12.902476787011574,38.18066266477091,12.841538087967798,38.12619621317459,0.00011110063636057,-9.200414120999e-05,1184,1097,6218,Italy,C,Csa
EMSR213,AOI07,colomba,dataColomba/EMSR213/AOI07/EMSR213_AOI07_02,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,12.658721990836474,38.071729761578275,12.780599388924024,38.18066266477091,12.71966068988025,38.12619621317459,0.00011099945181015,-9.208191309605e-05,1183,1098,56814,Italy,C,Csa
EMSR213,AOI07,colomba,dataColomba/EMSR213/AOI07/EMSR213_AOI07_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,12.658721990836474,37.962796858385644,12.780599388924024,38.071729761578275,12.71966068988025,38.01726330998196,0.00011079763462504,-9.208191309605e-05,1183,1100,0,Italy,C,Csa
EMSR213,AOI07,colomba,dataColomba/EMSR213/AOI07/EMSR213_AOI07_03,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,12.780599388924024,37.962796858385644,12.902476787011574,38.071729761578275,12.841538087967798,38.01726330998196,0.00011099945181015,-9.200414120999e-05,1184,1098,53123,Italy,C,Csa
EMSR213,AOI08,optimal,dataOptimal/EMSR213/AOI08/EMSR213_AOI08_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.800459628262278,37.663963888622476,13.950612622445046,37.82614030692044,13.875536125353662,37.74505209777146,0.00011163791389054,-9.095704896128e-05,1783,1345,27413,Italy,C,Csa
EMSR213,AOI08,optimal,dataOptimal/EMSR213/AOI08/EMSR213_AOI08_02,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.950612622445046,37.663963888622476,14.100765616627816,37.82614030692044,14.025689119536432,37.74505209777146,0.00011188747703634,-9.080426556437e-05,1786,1342,29438,Italy,C,Csa
EMSR213,AOI08,colomba,dataColomba/EMSR213/AOI08/EMSR213_AOI08_03,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.970561520243615,37.63919423687261,14.150101600430729,37.76017464932845,14.06033156033717,37.69968444310053,0.00011249378457839,-9.123711346594e-05,1326,1596,25838,Italy,C,Csa
EMSR213,AOI08,colomba,dataColomba/EMSR213/AOI08/EMSR213_AOI08_04,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.970561520243615,37.76017464932845,14.150101600430729,37.88115506178428,14.06033156033717,37.82066485555636,0.0001126349311086,-9.123711346593e-05,1326,1594,3329,Italy,C,Csb
EMSR213,AOI08,colomba,dataColomba/EMSR213/AOI08/EMSR213_AOI08_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.791021440056504,37.63919423687261,13.970561520243615,37.76017464932845,13.880791480150059,37.69968444310053,0.00011228272682121,-9.144400034455e-05,1323,1599,7754,Italy,C,Csa
EMSR213,AOI08,colomba,dataColomba/EMSR213/AOI08/EMSR213_AOI08_02,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,13.791021440056504,37.76017464932845,13.970561520243615,37.88115506178428,13.880791480150059,37.82066485555636,0.00011249378457839,-9.144400034454e-05,1323,1596,19340,Italy,C,Csa
EMSR213,AOI09,optimal,dataOptimal/EMSR213/AOI09/EMSR213_AOI09_02,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.15649860122628,37.90278694501046,14.283642530798812,38.021596246808954,14.220070566012547,37.96219159590971,0.00011271624962104,-9.0763408555e-05,1309,1128,21019,Italy,C,Csa
EMSR213,AOI09,optimal,dataOptimal/EMSR213/AOI09/EMSR213_AOI09_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.15649860122628,37.78397764321196,14.283642530798812,37.90278694501046,14.220070566012547,37.843382294111215,0.0001125167518341,-9.0763408555e-05,1309,1130,126120,Italy,C,Csa
EMSR213,AOI09,optimal,dataOptimal/EMSR213/AOI09/EMSR213_AOI09_03,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.283642530798812,37.78397764321196,14.410786460371341,37.90278694501046,14.347214495585074,37.843382294111215,0.00011271624962104,-9.069412351031e-05,1310,1128,26819,Italy,C,Csa
EMSR213,AOI09,optimal,dataOptimal/EMSR213/AOI09/EMSR213_AOI09_04,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.283642530798812,37.90278694501046,14.410786460371341,38.021596246808954,14.347214495585074,37.96219159590971,0.00011291645610349,-9.06941235103e-05,1310,1126,35526,Italy,C,Csa
EMSR213,AOI09,colomba,dataColomba/EMSR213/AOI09/EMSR213_AOI09_02,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.156277787292503,37.88432828653127,14.327943311148836,38.02153764789315,14.24211054922067,37.95293296721221,0.00011286359227898,-9.086712672972e-05,1510,1521,27632,Italy,C,Csa
EMSR213,AOI09,colomba,dataColomba/EMSR213/AOI09/EMSR213_AOI09_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.156277787292503,37.7471189251694,14.327943311148836,37.88432828653127,14.24211054922067,37.81572360585034,0.00011271538007638,-9.086712672971e-05,1510,1523,125173,Italy,C,Csa
EMSR213,AOI09,colomba,dataColomba/EMSR213/AOI09/EMSR213_AOI09_03,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.327943311148836,37.7471189251694,14.49960883500517,37.88432828653127,14.413776073077003,37.81572360585034,0.00011286359227898,-9.068695397348e-05,1513,1521,9716,Italy,C,Csa
EMSR213,AOI09,colomba,dataColomba/EMSR213/AOI09/EMSR213_AOI09_04,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.327943311148836,37.88432828653127,14.49960883500517,38.02153764789315,14.413776073077003,37.95293296721221,0.00011308664285661,-9.068695397348e-05,1513,1518,59714,Italy,C,Csb
EMSR213,AOI10,optimal,dataOptimal/EMSR213/AOI10/EMSR213_AOI10_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,15.416443056514668,38.14954500189429,15.602267482862846,38.307651931486866,15.509355269688758,38.22859846669058,0.00011491924944229,-8.968061803323e-05,1763,1617,152744,Italy,C,Csa
EMSR213,AOI10,colomba,dataColomba/EMSR213/AOI10/EMSR213_AOI10_01,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,15.416443056514668,38.14954500189429,15.602267482862846,38.307651931486866,15.509355269688758,38.22859846669058,0.00011491924944229,-8.968061803323e-05,1763,1617,152744,Italy,C,Csa
EMSR213,AOI11,optimal,dataOptimal/EMSR213/AOI11/EMSR213_AOI11_04,2017-08-31T00:00:00.000,2017-07-21T10:00:00Z,2017-07-23T10:00:00Z,2017/07/22_09:55:21,1,1,0,14.880991175682114,38.09459845909525,15.019477772145645,38.18948260272488,14.950234473913882,38.142040530910066,0.00011407462641147,-9.019405287987e-05,1052,1214,150809,Italy,C,Csa
